,year,semester,timeInterval,teamNumber,semesterId,teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingDeliverablesHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,leadAdminHoursResponseCount,leadAdminHoursTotal,leadAdminHoursAverage,leadAdminHoursStandardDeviation,globalLeadAdminHoursResponseCount,globalLeadAdminHoursTotal,globalLeadAdminHoursAverage,globalLeadAdminHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursAverageByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHoursTotalByWeek,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageLeadAdminHoursResponseCountByWeek,standardDeviationLeadAdminHoursResponseCountByWeek,averageLeadAdminHoursTotalByWeek,standardDeviationLeadAdminHoursTotalByWeek,averageGlobalLeadAdminHoursResponseCountByWeek,standardDeviationGlobalLeadAdminHoursResponseCountByWeek,averageGlobalLeadAdminHoursTotalByWeek,standardDeviationGlobalLeadAdminHoursTotalByWeek,averageGlobalLeadAdminHoursAverageByWeek,standardDeviationGlobalLeadAdminHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,standardDeviationUniqueCommitMessageCountByStudent,averageUniqueCommitMessagePercentByStudent,standardDeviationUniqueCommitMessagePercentByStudent,averageCommitMessageLengthTotalByStudent,standardDeviationCommitMessageLengthTotalByStudent,averageCommitMessageLengthAverageByStudent,standardDeviationCommitMessageLengthAverageByStudent,averageCommitMessageLengthStandardDeviationByStudent,issueCount,onTimeIssueCount,lateIssueCount,processLetterGrade
16,2013,Fall,4,168,3,4,0.0,M,Global,7,9.785714447,1.397959207,1.781423416,3.6428572239999997,0.520408175,0.9948848770000001,4.2214286119999995,0.60306123,1.066034039,12.45714294,1.779591849,1.920140301,2.185714337,0.312244905,0.7208271890000001,2.0,1.5,0.75,0.25,0.0,6.458002667805555,1.3129355601851853,0.6962333134166668,2.3333,1.247219129,3.2619048160000004,1.899098725,1.7440476719999998,1.2522372940000002,1.2142857409999999,0.562429155,0.767857169,0.6724346920000001,1.407142871,0.647785333,0.619642868,0.09321132,4.15238098,4.22828719,1.5202381219999999,0.9100082890000001,0.7285714459999999,0.488368115,0.471428589,0.483855008,0.6667,0.942809042,1.5,0.0,0.0,0.0,1.418092167990741,0.8142293705092593,1.2930342964907409,0.6699403394907412,2.3333,0.471404521,3.2619048160000004,1.7577170930000001,1.337301605,0.592081591,1.2142857409999999,0.6875966590000001,0.488095247,0.189730695,1.407142871,0.44289553299999995,0.651587307,0.280981521,4.15238098,3.4365251480000003,1.963492073,1.793649382,0.7285714459999999,0.520726875,0.298412704,0.215300363,44,42,0.9545,3316,75.3636,47.88674656,14.6667,9.030811456,14.0,8.602325267000001,0.96583333,0.025846771,1105.3333,623.3438502,8.8,4.955804677,8.4,4.6733285780000005,0.9652799999999999,0.045215192,663.2,352.4737721,73.93972,13.84993118,44.43655142,0,0,0,F
17,2013,Fall,4,169,3,4,0.25,M,Global,7,3.642857283,0.520408183,1.824577111,4.000000119,0.571428588,1.521948268,5.071428597,0.7244898,1.294612069,6.428571612000001,0.9183673729999999,2.415933504,1.714285791,0.24489797,1.049781318,3.0,0.0,0.0,0.0,0.0,6.458002667805555,1.3129355601851853,0.6962333134166668,2.3333,0.471404521,1.214285761,1.289676496,0.607142881,0.644838248,1.3333333729999999,0.906014222,0.611111131,0.479485978,1.6904761990000001,1.1785113,0.678571433,0.429562347,2.1428572040000002,1.525296942,1.0714286020000001,0.762648471,0.571428597,0.8081220720000001,0.28571429800000003,0.40406103600000004,1.0,0.0,0.0,0.0,0.0,0.0,1.418092167990741,0.8142293705092593,1.2930342964907409,0.6699403394907412,2.3333,0.471404521,1.214285761,1.7172593919999999,0.607142881,0.8586296959999999,1.3333333729999999,1.05193919,0.587301607,0.5307382310000001,1.6904761990000001,1.862933589,0.607142861,0.602573846,2.1428572040000002,1.749635597,0.952380982,0.890870842,0.571428597,0.8081220720000001,0.28571429800000003,0.40406103600000004,44,26,0.5909,1133,25.75,48.034611100000006,14.6667,13.12334646,9.0,5.887840578,0.79673333,0.20551076699999998,377.6667,173.7706023,14.6667,10.624918300000001,8.6667,4.714045208,0.7619,0.24279177600000001,377.6667,267.2705662,29.4643,6.821760501,23.89931543,0,0,0,F
18,2013,Fall,4,170,3,4,0.0,M,Global,10,24.14285755,2.414285755,1.685229955,14.71428594,1.471428594,1.135781669,21.42857164,2.142857164,1.2206555620000001,24.57142913,2.457142913,4.05092582,9.571428716,0.957142872,1.2,3.0,2.571428627,0.8571428759999999,0.471404521,0.0,6.458002667805555,1.3129355601851853,0.6962333134166668,3.3333,0.471404521,8.047619184,4.273527652,2.321428617,1.047754338,4.90476198,2.40275728,1.412698438,0.5307382079999999,7.142857214,4.854340881000001,1.992063516,1.069103871,8.190476378,4.056293383,2.452381015,1.283507875,3.1904762389999997,1.361938045,0.924603191,0.277721082,1.0,0.0,0.8571428759999999,0.308606714,0.0,0.0,1.418092167990741,0.8142293705092593,1.2930342964907409,0.6699403394907412,3.3333,0.471404521,8.047619184,1.592214616,2.396825439,0.13654484,4.90476198,0.935565847,1.531746055,0.447692219,7.142857214,3.442432325,2.063492085,0.781816537,8.190476378,4.917459442,2.6428572040000002,1.7308503569999998,3.1904762389999997,1.808270268,1.035714302,0.636728586,45,41,0.9111,2069,45.9778,50.47220969,15.0,9.092121131,14.0,8.286535263,0.94966667,0.035609392999999996,689.6667,206.2754361,15.0,9.273618495,14.0,8.640987597999999,0.92856667,0.058338685,689.6667,224.7818696,55.4524,20.49159339,47.88681894,0,0,0,F
19,2014,Spring,4,186,4,7,0.1429,M,Local,19,54.57142904,2.872180476,1.333564154,47.28571472,2.488721827,0.993050645,31.85714322,1.676691749,2.29898207,78.00000069,4.105263194,4.278400302,27.42857166,1.443609035,1.8678650030000001,4.0,2.857142895,0.714285724,0.0,0.0,6.458002667805555,1.3129355601851853,0.6962333134166668,6.3333,0.471404521,18.19047635,6.242637281,2.91836737,1.120623111,15.76190491,5.249338504,2.5192743980000003,0.931278727,10.61904774,3.2666805919999997,1.6678004709999998,0.49104097700000005,26.00000023,7.208271715,4.180272143,1.3537841999999998,9.142857219,3.111860072,1.472789127,0.566002125,1.3333,0.471404521,0.952380965,0.409634548,0.0,0.0,1.418092167990741,0.8142293705092593,1.2930342964907409,0.6699403394907412,3.1667,0.372677996,9.095238174,1.06798389,2.894841294,0.388468552,7.880952453,1.5105449640000002,2.480158752,0.312989352,5.309523871000001,4.084495937,1.67063494,1.334779328,13.00000011,6.002833849,4.023809559,1.602093785,4.571428609,2.866650871,1.478174615,0.981124219,261,252,0.9655,18430,70.613,51.39181307,87.0,4.242640687,84.3333,6.944222218999999,0.96826667,0.04487771,6143.3333,1226.304566,43.5,33.58447062,42.0,35.08085898,0.88461667,0.25800497699999997,3071.6667,2229.2063359999997,70.20355,30.72245648,46.900886,0,0,0,A
20,2014,Spring,4,190,4,5,0.2,F,Local,15,15.85714304,1.05714287,0.8,13.92857158,0.928571439,0.7039570690000001,9.000000104,0.600000007,1.007747764,15.35714309,1.0238095390000002,1.824524291,3.142857194,0.209523813,0.434613494,3.0,1.071428582,0.35714286100000003,0.0,0.0,6.458002667805555,1.3129355601851853,0.6962333134166668,5.0,0.0,5.285714348,2.52605474,1.05714287,0.505210948,4.642857193999999,2.095508656,0.928571439,0.41910173100000003,3.000000035,0.758175409,0.600000007,0.151635082,5.119047696,2.891068512,1.0238095390000002,0.578213702,1.047619065,0.541895574,0.209523813,0.108379115,1.0,0.0,0.35714286100000003,0.11664236800000001,0.0,0.0,1.418092167990741,0.8142293705092593,1.2930342964907409,0.6699403394907412,3.0,0.0,3.171428609,0.481494284,1.05714287,0.160498095,2.7857143160000004,0.503051915,0.928571439,0.167683972,1.800000021,1.486263659,0.600000007,0.49542122,3.071428618,3.1706563219999997,1.0238095390000002,1.056885441,0.628571439,0.523722946,0.209523813,0.174574315,22,16,0.7273,1074,48.8182,26.63838031,11.0,2.0,8.0,0.0,0.75215,0.13675,537.0,174.0,7.3333,2.054804668,5.3333,3.399346342,0.69523333,0.300874463,358.0,140.00238090000002,47.2143,5.874760901,17.10588854,0,0,0,A
21,2014,Spring,4,194,4,5,0.6,F,Local,14,15.50000015,1.107142868,0.480486573,15.07142872,1.076530623,0.46974808700000004,15.42857158,1.102040827,1.049781318,35.4285718,2.530612271,3.694480163,9.828571501,0.7020408220000001,0.606428151,3.0,2.142857164,0.714285721,0.0,0.0,6.458002667805555,1.3129355601851853,0.6962333134166668,4.6667,1.247219129,5.166666716,2.3949587969999997,1.0396825509999998,0.253720115,5.023809572,2.57693414,0.992063502,0.316068377,5.142857193999999,2.597748897,1.015873027,0.323747272,11.80952393,6.39155838,2.296031772,0.908668129,3.2761905,2.478927054,0.603968259,0.378815101,1.0,0.0,0.714285721,0.23328473600000002,0.0,0.0,1.418092167990741,0.8142293705092593,1.2930342964907409,0.6699403394907412,2.8,0.4,3.10000003,0.25394841100000004,1.1333333429999999,0.20124329600000002,3.0142857430000003,0.114285715,1.104761914,0.20124329600000002,3.0857143160000002,1.576873692,1.161904772,0.654722943,7.08571436,6.424824387999999,2.49523812,2.0936357780000003,1.9657143,1.110712213,0.788571433,0.6237084589999999,74,68,0.9189,2863,38.6892,20.14670899,24.6667,7.40870359,22.6667,6.649979114,0.92116667,0.016880034,954.3333,215.50921609999997,37.0,6.0,34.0,8.0,0.9077,0.069,1431.5,416.5,37.8593,5.1174,17.24746905,0,0,0,A
22,2014,Fall,4,198,5,5,0.0,M,Local,15,35.57142878,2.371428585,1.2,29.57142878,1.971428585,1.3759844959999998,19.71428585,1.314285723,1.5860503000000001,52.14285743,3.476190495,4.721581656000001,21.85714304,1.45714287,1.490711985,0.0,7.517158101007975,1.300929644091878,0.5546917288721704,0.0,6.458002667805555,1.3129355601851853,0.6962333134166668,5.0,0.8164965809999999,11.85714293,4.34717825,2.321428585,0.527315094,9.857142925,2.99886597,1.9325396959999999,0.283778707,6.5714286170000005,0.6060914629999999,1.3531746119999999,0.28076623100000003,17.38095248,12.79526552,3.17063494,1.943318423,7.285714348,3.29088621,1.384920647,0.46151323,0.0,0.0,1.6122772654846873,0.7408506784660458,0.0,0.0,1.418092167990741,0.8142293705092593,1.2930342964907409,0.6699403394907412,3.0,0.632455532,7.114285755,3.3152707930000003,2.295238109,0.7959079020000001,5.914285755,2.827849842,1.995238109,0.913293114,3.94285717,3.80826172,1.4285714390000002,1.2745547529999999,10.42857149,11.29493299,3.050000018,2.6568740369999997,4.371428609,2.432098298,1.4690476319999999,0.762930863,125,116,0.9279999999999999,4811,38.488,23.28454114,62.5,20.5,58.0,18.0,0.93405,0.01835,2405.5,444.5,31.25,15.03953124,29.0,15.50806242,0.906375,0.065916856,1202.75,774.952055,34.7438,12.49939431,18.45258101,0,0,0,A
23,2014,Fall,4,199,5,5,0.2,M,Local,15,53.71428609,3.580952406,3.741657387,53.00000036,3.533333357,3.641733409,43.85714304,2.9238095360000003,2.8720878969999997,92.42857242,6.161904828,7.792874238,28.71428585,1.914285723,2.644911257,3.0,27.28571439,9.095238129,3.8586123010000004,0.0,6.458002667805555,1.3129355601851853,0.6962333134166668,5.0,0.8164965809999999,17.90476203,1.750930921,3.642857174,0.455503031,17.66666679,1.885617915,3.572222252,0.28749666399999996,14.61904768,4.850602418999999,2.8436508089999997,0.629059233,30.80952414,10.22490879,6.474603257,2.8971286010000004,9.571428617,2.989778447,1.89841271,0.505530003,1.0,0.0,9.095238129,4.442119536,0.0,0.0,1.418092167990741,0.8142293705092593,1.2930342964907409,0.6699403394907412,3.0,0.0,10.74285722,7.4392232279999995,3.580952406,2.479741076,10.60000007,7.636325737000001,3.533333357,2.545441912,8.771428608999999,7.462340861,2.9238095360000003,2.487446954,18.48571448,11.87850074,6.161904828,3.959500247,5.74285717,6.047026603,1.914285723,2.015675534,47,47,1.0,1776,37.7872,29.87273443,23.5,20.5,23.5,20.5,1.0,0.0,888.0,740.0,11.75,9.807522622999999,11.75,9.807522622999999,1.0,0.0,444.0,332.08658510000004,48.6587,30.51749952,26.0418941,0,0,0,F
24,2013,Spring,4,152,2,5,0.4,M,Local,25,31.10714352,1.244285741,0.7255342859999999,29.03571486,1.161428595,0.793725393,36.35714358,1.454285743,1.7850490190000001,104.00000209999999,4.160000086,4.855924217,17.14285752,0.685714301,0.6974238309999999,4.0,3.857142925,0.9642857309999999,0.433012702,0.0,6.458002667805555,1.3129355601851853,0.6962333134166668,8.3333,1.247219129,10.36904784,1.502926005,1.2614371000000002,0.206873957,9.678571622,2.320237696,1.176147981,0.29845052899999996,12.11904786,2.062239977,1.495068055,0.35093246200000006,34.66666738,4.207756032,4.289796002,0.933156766,5.714285841000001,0.23328463800000002,0.7030612390000001,0.116472633,1.3333,0.471404521,1.285714308,0.534522473,0.0,0.0,1.418092167990741,0.8142293705092593,1.2930342964907409,0.6699403394907412,5.0,2.0,6.221428704,2.410902161,1.277142882,0.383143554,5.8071429729999995,2.541251559,1.172976211,0.36069928100000004,7.271428716,5.0423513810000005,1.535714311,0.888704646,20.80000043,14.97388235,4.145238176,2.6964998469999997,3.4285715039999998,2.012714744,0.7028571570000001,0.3143052,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,A
25,2013,Spring,4,153,2,5,0.2,M,Local,28,78.28571594,2.795918426,1.52027119,43.57142949,1.556122482,0.556730617,63.00000107,2.250000038,1.611106224,134.1428602,4.790816435,4.7983575,28.14285785,1.0051020659999998,0.9422075679999999,6.0,10.42857164,1.738095274,0.471404521,0.0,6.458002667805555,1.3129355601851853,0.6962333134166668,9.3333,0.942809042,26.09523865,4.90083042,2.876190531,0.8350594090000001,14.52380983,1.439639448,1.585714316,0.30926727,21.00000036,7.132372994,2.358333369,1.076497244,44.71428672,2.381904403,4.863095339,0.736605581,9.380952617,2.001133636,1.013095262,0.21349723399999998,2.0,0.0,3.476190547,0.471404471,0.0,0.0,1.418092167990741,0.8142293705092593,1.2930342964907409,0.6699403394907412,5.6,1.496662955,15.65714319,7.272312764,2.643673526,0.684449014,8.714285898,2.2369805019999998,1.56693881,0.16953691199999998,12.60000021,7.254217773,2.139863982,0.9257554920000001,26.82857203,22.18758664,4.120000093,3.052795402,5.62857157,3.753202801,0.92081635,0.48493996,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,A
26,2013,Spring,4,154,2,6,0.1667,M,Local,41,67.75000179,1.652439068,1.5850844030000002,43.85714397,1.069686438,1.249152003,31.85714352,0.7770035009999999,1.732243991,166.9642914,4.07229979,7.902039097,40.96428692,0.999128949,1.70766547,6.0,5.357143015,0.892857169,1.027402334,0.0,6.458002667805555,1.3129355601851853,0.6962333134166668,13.6667,5.185449729,22.58333393,5.462794693999999,1.729535183,0.20754570600000002,14.61904799,4.112505397,1.117687096,0.235211383,10.61904784,2.320115607,0.9272109000000001,0.410323017,55.65476379,42.54863726,3.5475624569999997,1.4375263580000002,13.65476231,5.532551981,0.991326554,0.06598158700000001,2.0,0.8164965809999999,1.785714338,0.641533075,0.0,0.0,1.418092167990741,0.8142293705092593,1.2930342964907409,0.6699403394907412,6.8333,0.8975274679999999,11.29166696,4.114456167,1.6376488530000002,0.540310265,7.309523995,3.565630304,1.033730185,0.390927157,5.30952392,5.607736892,0.8171060259999999,0.933868122,27.827381899999995,25.30622423,3.873476604,3.186389192,6.827381153999999,6.113941561,0.9496528059999999,0.827076886,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,A
27,2013,Spring,4,155,2,6,0.1667,F,Local,32,33.85714364,1.0580357390000001,0.660699203,26.85714346,0.839285733,0.44083549899999996,42.00000072,1.312500022,1.309520427,106.28571799999999,3.3214286860000004,9.027735043,21.71428627,0.678571446,0.983754765,7.0,12.28571451,1.755102072,0.699854212,0.0,6.458002667805555,1.3129355601851853,0.6962333134166668,10.6667,3.091206165,11.28571455,0.20203069399999998,1.135582032,0.267694597,8.952381154,1.284832155,0.897089963,0.256567649,14.00000024,4.546060435,1.5250000209999999,0.758501195,35.42857265,30.26234654,2.877777863,1.746852714,7.238095423,1.931948975,0.692724882,0.134256189,2.3333,0.471404521,4.095238169,1.3669237730000001,0.0,0.0,1.418092167990741,0.8142293705092593,1.2930342964907409,0.6699403394907412,5.3333,2.1343747459999998,5.642857273,3.055885431,1.044217711,0.2885198,4.476190577,1.476958363,0.882653081,0.157310631,7.000000119,3.1890544839999997,1.359268729,0.70522439,17.71428633,27.68837868,2.494472874,3.377599446,3.6190477110000003,2.8388302860000003,0.794217708,0.557304406,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,A
28,2013,Spring,4,156,2,6,0.1667,M,Local,40,78.42857289,1.9607143219999998,1.8012148680000002,65.00000125,1.625000031,1.152171862,65.00000149,1.625000037,2.021756662,169.0000035,4.2250000860000005,5.3683680019999995,38.71428639,0.96785716,0.915150261,8.0,7.000000179,0.875000022,0.433012702,0.0,6.458002667805555,1.3129355601851853,0.6962333134166668,13.3333,4.027681991000001,26.14285763,6.003400035,2.2044885290000003,0.8698720109999999,21.66666708,5.232464237,1.781043546,0.672770282,21.66666716,5.22726166,1.684894085,0.416792674,56.33333449,12.23373971,4.548986178,1.512104844,12.90476213,5.164416765,1.058441573,0.544293745,2.6667,0.942809042,2.333333393,0.37495280700000005,0.0,0.0,1.418092167990741,0.8142293705092593,1.2930342964907409,0.6699403394907412,6.6667,1.5986105080000002,13.07142882,4.211056118,2.0099490159999998,0.7104081959999999,10.83333354,3.592714425,1.63239799,0.394920019,10.83333358,8.744062061000001,1.56598643,1.002505035,28.16666724,26.8378124,4.000680352,3.276419456,6.452381064,2.477678175,1.044642875,0.44413100000000005,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,A
29,2013,Spring,4,157,2,6,0.1667,M,Local,38,87.7600019,2.309473734,1.256687595,84.40285899999999,2.221127868,1.305511649,49.71428674,1.3082707040000001,1.074445035,79.50000226,2.092105323,3.3380881369999997,13.21428603,0.347744369,0.7476880340000001,6.0,2.50000006,0.41666667700000004,0.186338998,0.0,6.458002667805555,1.3129355601851853,0.6962333134166668,12.6667,3.091206165,29.25333397,7.496433731000001,2.37096261,0.6697951839999999,28.13428633,6.590583704,2.278398311,0.5747807739999999,16.57142891,2.4688533880000003,1.384772116,0.37304639100000003,26.50000075,15.57874526,1.938948354,0.811276463,4.40476201,2.128789871,0.337535021,0.147571468,2.0,0.8164965809999999,0.833333353,0.341730966,0.0,0.0,1.418092167990741,0.8142293705092593,1.2930342964907409,0.6699403394907412,6.3333,0.471404521,14.62666698,4.655625495,2.350294835,0.849200526,14.06714317,4.990053789,2.257040866,0.8913082990000001,8.285714457000001,4.1926401989999995,1.3163265579999999,0.6805640070000001,13.25000038,9.326080128,2.056972847,1.458554497,2.202381005,2.679735247,0.360260779,0.448118144,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,A
30,2015,Spring,4,214,6,5,0.2,F,Local,15,29.42857182,1.961904788,1.247219129,18.714285999999998,1.247619067,0.853749898,17.00000021,1.133333347,1.083205121,29.71428609,1.9809524059999999,2.1499354,18.28571451,1.219047634,1.404753834,3.0,3.00000003,1.00000001,0.471404521,0.0,6.458002667805555,1.3129355601851853,0.6962333134166668,5.0,0.0,9.80952394,5.446503377000001,1.961904788,1.089300675,6.2380953329999995,3.441114658,1.247619067,0.6882229320000001,5.666666736,3.299831604,1.133333347,0.659966321,9.90476203,5.70157314,1.9809524059999999,1.140314628,6.095238169,3.691013779,1.219047634,0.738202756,1.0,0.0,1.00000001,0.728431353,0.0,0.0,1.418092167990741,0.8142293705092593,1.2930342964907409,0.6699403394907412,3.0,0.0,5.885714364,1.544972103,1.961904788,0.514990701,3.7428572,0.29137254,1.247619067,0.09712418,3.400000042,1.019803904,1.133333347,0.339934635,5.942857217999999,3.7964538269999997,1.9809524059999999,1.265484609,3.6571429010000003,2.659752971,1.219047634,0.8865843240000001,98,95,0.9694,4596,46.898,34.36552906,32.6667,9.177266599,31.6667,9.177266599,0.9670000000000001,0.008698276,1532.0,260.001282,24.5,16.93369422,23.75,17.04956011,0.96225,0.037762977999999996,1149.0,1092.984675,38.7825,15.59283283,23.60891493,1,1,0,A
31,2015,Spring,4,216,6,5,0.2,M,Local,15,36.28571466,2.419047644,1.9275776390000001,30.57142887,2.0380952580000002,1.781385229,26.28571466,1.7523809769999998,2.293953405,47.57142916,3.171428611,2.885981443,21.42857167,1.428571445,0.77172246,3.0,3.714285761,1.238095254,0.471404521,0.0,6.458002667805555,1.3129355601851853,0.6962333134166668,5.0,0.0,12.09523822,8.396900353,2.419047644,1.679380071,10.19047629,7.437113478,2.0380952580000002,1.4874226959999999,8.761904885,4.457407309,1.7523809769999998,0.891481462,15.85714305,9.207361697,3.171428611,1.841472339,7.142857224,4.5190450680000005,1.428571445,0.903809014,1.0,0.0,1.238095254,0.712696642,0.0,0.0,1.418092167990741,0.8142293705092593,1.2930342964907409,0.6699403394907412,3.0,0.0,7.257142931000001,2.165405186,2.419047644,0.7218017290000001,6.114285773,2.000816165,2.0380952580000002,0.666938722,5.257142931000001,2.7186431680000003,1.7523809769999998,0.9062143890000001,9.514285832999999,1.98278311,3.171428611,0.6609277029999999,4.285714334,0.885253341,1.428571445,0.29508444699999997,55,46,0.8364,7577,137.7636,159.70836640000002,18.3333,12.03698006,15.3333,7.930251502000001,0.9143,0.12119810199999999,2525.6667,2124.9980920000003,11.0,7.771743691,9.4,7.2,0.86488,0.21531571600000002,1515.4,786.9314074,184.83996000000002,81.02662777,144.6664144,1,1,0,A
32,2015,Spring,4,218,6,5,0.4,F,Local,15,41.50000051,2.7666667,1.21380943,43.00000057,2.8666667039999996,1.203698006,23.28571454,1.552380969,1.181336343,64.14285788,4.276190525,3.422799374,13.14285728,0.8761904859999999,0.928559218,3.0,1.500000015,0.500000005,0.23570226,0.0,6.458002667805555,1.3129355601851853,0.6962333134166668,5.0,0.8164965809999999,13.833333499999998,8.107763319,2.696825435,1.292832039,14.33333352,7.60087107,2.826190519,1.255414567,7.761904846,5.8255048920000005,1.4341270019999999,0.873685877,21.38095263,14.04866807,4.058730214,2.0950444480000003,4.3809524280000005,3.266680516,0.811904772,0.489701183,1.0,0.0,0.500000005,0.364215676,0.0,0.0,1.418092167990741,0.8142293705092593,1.2930342964907409,0.6699403394907412,3.0,0.0,8.300000101,2.237162955,2.7666667,0.745720985,8.600000113,2.037204998,2.8666667039999996,0.679068333,4.657142907,0.714856915,1.552380969,0.238285638,12.82857158,6.1500954310000004,4.276190525,2.05003181,2.628571457,1.067516669,0.8761904859999999,0.35583889,185,178,0.9622,6506,35.1676,27.50231493,61.6667,47.77958653,60.0,46.13747573,0.9834,0.013513203,2168.6667,1633.161011,46.25,30.72763414,45.0,30.512292600000002,0.973575,0.039937975,1626.5,1075.696402,34.50715,4.614389098,23.5803361,1,1,0,A
33,2015,Spring,4,222,6,5,0.2,M,Local,15,36.28571472,2.4190476480000003,1.496662955,29.42857173,1.961904782,1.569146973,16.85714304,1.123809536,1.2,35.28571478,2.352380985,2.1499354,16.85714304,1.123809536,1.143095213,3.0,2.00000003,0.666666677,0.0,0.0,6.458002667805555,1.3129355601851853,0.6962333134166668,5.0,0.0,12.09523824,7.382027481000001,2.4190476480000003,1.476405496,9.80952391,7.251866526000001,1.961904782,1.450373305,5.6190476810000005,3.840941828,1.123809536,0.768188366,11.76190493,5.970828515,2.352380985,1.194165703,5.6190476810000005,3.840941828,1.123809536,0.768188366,1.0,0.0,0.666666677,0.293543519,0.0,0.0,1.418092167990741,0.8142293705092593,1.2930342964907409,0.6699403394907412,3.0,0.0,7.257142943,2.441812654,2.4190476480000003,0.813937551,5.885714346,1.974118251,1.961904782,0.658039417,3.3714286089999996,1.8374783319999999,1.123809536,0.612492777,7.057142955,3.55321071,2.352380985,1.18440357,3.3714286089999996,1.80385078,1.123809536,0.601283593,72,71,0.9861,5239,72.7639,56.36697542,24.0,15.51343504,23.6667,15.06283137,0.9926,0.01046518,1746.3333,1056.127623,18.0,3.3911649919999998,17.75,3.34477204,0.98685,0.022776467999999998,1309.75,479.81161669999995,71.90945,17.15018898,44.00227644,1,1,0,A
