Unnamed: 0,year,semester,timeInterval,teamNumber,semesterId,teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingDeliverablesHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,leadAdminHoursResponseCount,leadAdminHoursTotal,leadAdminHoursAverage,leadAdminHoursStandardDeviation,globalLeadAdminHoursResponseCount,globalLeadAdminHoursTotal,globalLeadAdminHoursAverage,globalLeadAdminHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursAverageByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHoursTotalByWeek,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageLeadAdminHoursResponseCountByWeek,standardDeviationLeadAdminHoursResponseCountByWeek,averageLeadAdminHoursTotalByWeek,standardDeviationLeadAdminHoursTotalByWeek,averageGlobalLeadAdminHoursResponseCountByWeek,standardDeviationGlobalLeadAdminHoursResponseCountByWeek,averageGlobalLeadAdminHoursTotalByWeek,standardDeviationGlobalLeadAdminHoursTotalByWeek,averageGlobalLeadAdminHoursAverageByWeek,standardDeviationGlobalLeadAdminHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,standardDeviationUniqueCommitMessageCountByStudent,averageUniqueCommitMessagePercentByStudent,standardDeviationUniqueCommitMessagePercentByStudent,averageCommitMessageLengthTotalByStudent,standardDeviationCommitMessageLengthTotalByStudent,averageCommitMessageLengthAverageByStudent,standardDeviationCommitMessageLengthAverageByStudent,averageCommitMessageLengthStandardDeviationByStudent,issueCount,onTimeIssueCount,lateIssueCount,processLetterGrade
71,2015,0,3,235,7,5,-1.0439872698582826,0,1,16,-0.6870316415846177,-0.5195393520892949,-0.38039865424996144,-0.7218917130246304,-0.6731562515293712,-0.49501555648597667,-1.0306097969723946,-0.7724923419216587,-0.6342703840943967,-0.5177508063278463,-0.15609514025110227,-0.3119744253444917,-0.6784403485350768,-0.5189202405547657,-0.3649459175416972,-0.28009433026024627,-0.5757759351271778,-0.5951854158996349,-0.11359737048861575,-0.3221358413234585,-0.2242159723885048,-0.2563786059859133,-0.19015266685794965,-0.48241332645054796,-0.30287767357156853,-0.6438430154972666,-0.4923313396286355,-0.4472319265675032,0.042015739224887536,-0.7343989788556818,-0.585262748657565,-0.5738565775048745,-0.06851933294095269,-1.1052755015699323,-0.7961089322270196,-0.7437547696062007,-0.47025569723301164,-0.3668716378578023,-0.21693548722722278,0.05572100473786141,0.8134974812296036,-0.7007903684766456,-0.6392862422680866,-0.5104940592738324,-0.46163638322319667,0.012047373948397161,-0.8621732795822009,-0.5914615099356398,-0.265245440880883,-0.36558000611967023,-0.2886326872480911,-0.25861401718079857,-0.19702213893384324,-0.2563805766795769,-0.183095631608041,-0.6282403117983596,0.8264856542668122,-0.7091638597886265,-0.5088297374624164,-0.45900349138575036,-0.43380214291901026,-0.7568411437605144,-0.5070242883764953,-0.7367687285083848,-0.5204346093641415,-1.0499135010849898,-0.7757026142615329,-0.7894613559448422,-0.5041096513812231,-0.5384284243056237,-0.62692632734472,-0.16392316481243904,-0.8642438153428189,-0.6686871266745158,-0.8194853657027459,-0.08841818165193097,0.2979647085700304,53,52,0.9284921467355569,2148,-0.029683208659790874,-0.44422189877223006,-0.41935711195685804,-0.2164997576867041,-0.2671234866559869,-0.02527636704545001,0.8421322707458248,-0.8138724435168582,-0.48884359371844127,-0.40949479774243125,-0.49050324104900833,-0.4099301769745998,-0.37177015682386017,-0.3582931617105666,0.881838296462195,-0.8335810400065148,-0.5563158264576967,-0.4678336084596655,-0.09536996949644014,-0.5115918796985013,-0.4374666580307672,0,0,0,1
72,2015,0,3,236,7,6,0.9571715632306508,1,1,23,-0.3998528065600844,-0.3682859666669435,-0.5740062856929408,-0.22891837494379724,0.0018223684927755944,-0.11341407039648567,-0.690035257118143,-0.5184779550061622,-0.2158035994004554,0.43005240332860994,1.118691373743085,-0.09640827306620216,-0.4861940010917246,-0.49675920116503586,-0.1584554850554967,-0.28009433026024627,-0.36349228360938807,-0.1895342792564952,-0.11359737048861575,-0.3221358413234585,-0.2242159723885048,-0.2563786059859133,-0.19015266685794965,0.14822878761033517,-0.05277941583932647,-0.17929682579850115,-0.2335404638175657,-0.23138372379298094,0.07777531217845596,0.10785543611211584,0.044738047472117175,0.20368057065839368,0.4631352073650536,-0.6120500003228666,-0.6635460984263876,-0.4729196030374722,-0.3450699929272333,0.8282850453483654,-0.05107450747153918,1.3684859099835915,0.4814781712395402,-0.37147979681393456,-0.35666031302725176,-0.4236439533623871,-0.2188806227122753,0.012047373948397161,-0.8621732795822009,-0.3147525960891569,-0.057447389107079506,-0.36558000611967023,-0.2886326872480911,-0.25861401718079857,-0.19702213893384324,-0.2563805766795769,-0.183095631608041,-0.4261048403183743,-0.3468701551047973,-0.546119612142149,-0.4956833331611863,-0.39026933258977947,-0.4009120211476899,-0.39178971329519585,-0.21142078241005752,-0.03999717174954184,-0.0010234479502945722,-0.7970055150585669,-0.2633803391872967,-0.5242630140522493,-0.027902215719943297,0.2305175374245755,-0.18441241409960507,1.0866826993359842,0.009082109546944677,-0.5779052312336526,-0.18569951704208879,-0.5400795585794493,0.1305224696770683,164,155,0.8197421837351644,9240,0.50556005900247,-0.21963497970621848,0.9800872059348843,0.48842508506760174,1.342928777684058,0.963829193226138,0.6624433395437778,-0.5168510692817168,1.0378251781554937,0.4157430909498438,0.24713514852683452,-0.4427111610900214,0.4763366589395342,-0.462891336306703,0.7761669102359218,-0.6149677059490904,0.38893102663647694,-0.4918700691648629,0.5350901877818703,-0.372118873984921,0.09559515943434008,0,0,0,1
73,2015,0,3,240,7,6,-1.0439872698582826,0,1,24,-0.655969442190847,-0.9624956922308787,-0.3449613910031616,-0.6845895763300502,-1.0273680055954735,-0.4684823676623087,-0.7045824133332487,-0.5542163706663485,-0.4602700474562123,-0.40105550369853116,-0.3672724150834882,0.0039887775438831735,-0.67741503642754,-0.8570238905195143,-0.6857391621823119,-0.28009433026024627,-0.36349228360938807,-0.1895342792564952,-0.11359737048861575,-0.3221358413234585,-0.2242159723885048,-0.2563786059859133,-0.19015266685794965,0.23832051819046132,-0.7650780790877028,-0.5935961846898462,-0.32317132428694567,-0.9794093846268478,-0.2792176515512367,-0.6706675618752483,-0.4802094373346619,-1.0270358616049933,-0.47656870015530206,-0.6331174249228264,-0.3268925272844404,-0.5418533904950031,-0.2342046424395372,-0.21972171320662878,-0.3199539283868543,-0.36086123622288857,-0.3768647422712636,-0.6990340486629717,-0.5414144806397423,-0.8679085325893561,-0.5364358983672104,0.012047373948397161,-0.8621732795822009,-0.3147525960891569,-0.057447389107079506,-0.36558000611967023,-0.2886326872480911,-0.25861401718079857,-0.19702213893384324,-0.2563805766795769,-0.183095631608041,-0.37289785611544746,-0.8979439644111473,-0.7679450678773333,-0.2610914924982405,-0.9449863024035839,0.015499562672301513,-0.7976195513413964,-0.31462064637520615,-1.01286470590538,-0.0603219270410669,-0.8091783250842365,-0.6324231198551654,-0.5428614777920573,-0.37891617767635855,-0.5210434349196947,0.067622785394819,-0.3807427668202967,0.47602972435606977,-0.7354012666167606,-0.7155830046480592,-0.8562702772531482,-0.6932385070640006,31,31,0.9855858773107632,1690,0.44377414212348965,-0.26098916559938284,-0.5664475350918075,-0.757131875020937,-0.4322591163988945,-0.7320029560921195,0.8711508271689742,-0.9906108020706323,-0.4661689029286004,-0.6596677374155343,-0.6161371214127831,-0.3916466544680574,-0.5173957237326221,-0.32425424437771116,0.9155916264319555,-1.0220648183467507,-0.5623598220061196,-0.36601528195332295,0.29805665135943915,-0.09780440994796835,-0.3057396344973979,0,0,0,0
0,2013,0,4,160,3,7,-0.1860046798540564,0,1,19,-0.6354566659162062,-0.6260611558365416,-0.15514016973870673,-0.716040397199666,-0.8623038871509537,-0.1775159291298175,-0.5171808473091,-0.20055890228422477,-0.20389166737194614,0.6863864851035238,2.1815012093989203,2.7825238827767524,0.07003876284274929,0.886789686771631,0.9232411890119471,-0.5785194412966866,-0.4519438063547324,-0.09938958601076361,-0.058215762782246515,-0.3221358413234585,-0.2242159723885048,-0.2563786059859133,-0.19015266685794965,0.35843081339988564,0.9505372186899955,-0.2658857061381711,0.20667131869832112,-0.7146851966976295,-0.4352751001310223,-0.48447185232803186,0.056525573889600625,-0.9751122610528016,-0.5712835621493416,-0.02133605114080573,0.6046032840223658,-0.3274793366716279,-0.19616316921507554,1.8624912880406552,2.5534427903423778,1.7615946263856794,0.6667985964639704,1.2428738066408,2.8425777131179966,0.3765515359429828,0.8525057275743337,0.012047373948397161,1.409564006480768,0.10031077080664258,-0.3559584193416953,-0.36558000611967023,-0.2886326872480911,-0.25861401718079857,-0.19702213893384324,-0.2563805766795769,-0.183095631608041,-0.7832651002048477,0.13692080009170207,-0.8177633356286768,-0.4123242713705664,-0.6561776119332627,-0.23822279011475933,-0.8792322013925362,-0.3164456823814229,-0.9145747077585337,-0.07740067356593347,-0.7366529413137674,-0.5612564398341374,-0.25041283850347845,-0.33603719462392995,0.24380411971412708,0.8060203703135866,2.0347336541061405,2.4016312205914367,-0.25609698288357224,0.01271534132366092,0.9575928755386712,1.622151034526337,128,100,0.3249298520833771,6681,0.3652199863807827,-0.07483849172808484,1.0641395967323677,1.152515171764293,1.0126637107069516,1.216214602980903,0.4124817756940025,0.15791470634031204,0.9663567584907804,1.1103579469892724,-0.15170172725537204,-0.08923403139279235,-0.15038632329607227,-0.2103016842063626,0.5137518285083035,0.3097623391044392,-0.10954656982601374,-0.01661718517548794,0.054894268846299776,-0.2471327058781717,-0.019046530521734724,1,0,1,1
1,2013,0,4,161,3,7,-0.1860046798540564,0,1,22,-0.5346510292235238,-0.5935290879296085,0.09124628659868597,-0.5624433575111389,-0.6648641177953617,0.21933947059456038,-0.5462751479989028,-0.34582514415719257,-0.22072647794743624,-0.3452790955242277,-0.17475479786508127,-0.07720923209843562,-0.26831479748983217,-0.055552968203661644,-0.2778568793697115,-0.5785194412966866,-0.18658923836636349,0.576695653086034,-0.058215762782246515,-0.3221358413234585,-0.2242159723885048,-0.2563786059859133,-0.19015266685794965,0.7187977357203903,0.3459134288286862,-0.04846543873300725,-0.2200187960169154,-0.43008535311036,0.1567669560195988,-0.134573863068856,-0.15640476141976253,-0.48960447874745916,0.1553649581706894,-0.07751582726503835,-0.42813141385800796,-0.24817392947603303,-0.03083144863624087,0.12795117527877325,-0.3400563261004272,-0.0823670178934753,-0.37896462779565915,0.4700916897832282,-0.30235823060930644,0.08827374537876619,0.02736472031866153,0.012047373948397161,-0.8621732795822009,0.2079198018972102,0.17483255808396528,-0.36558000611967023,-0.2886326872480911,-0.25861401718079857,-0.19702213893384324,-0.2563805766795769,-0.183095631608041,-0.6464653795727275,0.04675399503346109,-0.7429271537259889,-0.4961539511136128,-0.623227383647655,-0.3660416298548688,-0.7619779902445772,-0.6324974477112891,-0.6611675050527607,-0.5166871076710722,-0.7575206072227679,-0.6371891077571309,-0.3447148891141882,-0.33538771144760937,-0.5558440681926452,-0.4183436025502376,-0.17776553427382902,-0.1013476972430311,-0.4949649540728278,-0.491335497899685,-0.10126726778181176,-0.08864245122289043,136,117,0.5635756042231278,4107,-0.3793250209620208,-0.5593582838783455,1.1986173703572371,-0.29315933435391905,1.3635684092111555,-0.2538410162539581,0.4781064044060552,-0.8689303109936637,0.2275627335230217,-0.6061128675449236,0.5410170398325106,0.8736919427763656,0.6640947247724273,0.9405408820798643,0.7379465152376902,-0.38860781572673303,-0.04798175015619654,0.22905553884648291,-0.30193572383900674,-0.3150982777070118,-0.46731230411258656,1,0,1,0
2,2013,0,4,162,3,7,-0.1860046798540564,0,1,18,-0.15252736430122932,0.7713162407791622,3.030404438608514,0.006597076668816106,1.201784359643259,4.229483604511986,-0.6164437754035244,-0.27913995747608666,-0.31202681743987465,-0.324709083390601,0.13687769730309654,0.5129822863254272,0.56731598800801,2.120213726525755,3.791597611218386,-0.5785194412966866,-0.5050147191103478,-0.23460663155847697,-0.058215762782246515,-0.3221358413234585,-0.2242159723885048,-0.2563786059859133,-0.19015266685794965,0.23832051819046132,-0.23137502181107183,0.7757090053356102,1.836008348957801,0.8427298488228855,2.069426728225437,1.1617148153962764,2.3830966185450775,1.2948368101106658,2.5962808183920685,-0.21300826701795378,0.09374313356170436,-0.2705801944123735,0.028996126694060823,0.16253555242660025,0.1528398132493224,0.19113378139877918,0.22252613283972822,2.378629393386316,3.194204035182542,2.1917703251993497,3.0590436283005014,0.012047373948397161,1.409564006480768,-0.038043686116598835,-0.1222452184790037,-0.36558000611967023,-0.2886326872480911,-0.25861401718079857,-0.19702213893384324,-0.2563805766795769,-0.183095631608041,-0.8288756463512079,-0.16618407203777777,-0.45924583384890616,0.9790404242817736,1.0335096948442857,4.705318247443972,-0.32757907670500214,1.5396523357324483,1.5706679159207846,6.218892581621706,-0.8078485216856144,-0.5569029306863671,-0.30879029938608765,-0.2168746578721899,-0.5399001681230657,-0.30939224883973154,0.26564697946388766,0.7570325263654989,0.09496656715535018,0.9120890361016912,2.549452326971176,5.104618525343946,55,53,0.8756275813881439,3386,0.6823170637870228,-0.09001498400012112,-0.16300412813202578,-0.43822237591676666,0.04250194879402172,-0.2947839693752385,0.815274413422081,-0.7127431566127024,0.020620069139823744,-0.524790534091179,-0.35164474169957305,-0.5846482056169536,-0.21515398109179554,-0.5378582226695605,0.7469767451531614,-0.20664007584853772,-0.20142262305805606,-0.46396799231830865,0.5487626004577358,-0.37500019984121563,0.22474846202617188,1,0,1,1
3,2013,0,4,163,3,6,-0.04310764946846805,0,1,12,-1.0117195483307033,-1.3430299995123214,-0.4085155685299655,-0.9369275622603704,-1.1353037812776738,-0.1780971889285471,-0.9193668596010066,-0.47063858453649837,-0.1584624380482285,-0.5691758477934581,0.07810771853180844,0.7652694362703544,-0.9091359671537409,-0.9436735621259086,-0.4486118586553006,-0.5785194412966866,-0.6111565411542788,-0.5050407131887102,-0.7382340826495833,-0.3221358413234585,-0.2242159723885048,-0.2563786059859133,-0.19015266685794965,-0.48241332645054796,-0.7650780790877028,-1.077419458876332,-0.5930385929298474,-1.3726500720317836,-0.3152465331265153,-0.9876584695784358,-0.4166368098678002,-1.1361061358361513,-0.07381242216040274,-0.7979390140330938,-0.01315234678158756,-0.4615605663851508,0.25883634891477597,-0.24848660166373776,-0.2794921496027012,0.10072009682224303,0.07682847040853882,-0.9935108781239095,-0.9373755921062689,-0.9561803809086437,-0.8682486822592824,0.012047373948397161,-0.8621732795822009,-0.5299706363180522,-0.48065638039222663,-0.36558000611967023,-0.2886326872480911,-0.25861401718079857,-0.19702213893384324,-0.2563805766795769,-0.183095631608041,-1.011253995322728,-0.04422408972910178,-1.076064176337728,-0.731306650931544,-1.3966789117879426,-0.5128033911292613,-1.0223567820882868,-0.6997493403695089,-1.2117598907255351,-0.4113781022291935,-0.9889062542278354,-0.5517192622832366,-0.5646033434301254,-0.1519477732522378,-0.6730726577845281,-0.5194192664018707,0.5436354901479435,1.2095561045261078,-0.926254369133529,-0.8516705649434249,-0.7968630520188175,-0.2469858384061559,43,43,0.9855858773107632,4523,2.158842746082207,2.127681595112015,-0.3647258316119167,-0.4874524748813377,-0.18455876803888763,-0.3648330783427418,0.8711508271689742,-0.9906108020706323,0.3469638167654421,0.5194840855955313,-0.6418501889272357,-0.5450433976605221,-0.5494498343657848,-0.5238182984519499,0.9155916264319555,-1.0220648183467507,-0.2803067247886233,-0.17966634997798833,1.2572511313370724,0.960333630935855,1.4898660181451642,1,1,0,1
4,2013,0,4,164,3,7,-0.1860046798540564,0,1,17,-0.5369953481343215,-0.17508835578457138,-0.1262686311002845,-0.5258726367794506,-0.17416568455634276,0.46578597786604764,-0.8560439523171876,-0.5548368773777448,-0.21925380560537192,-0.4481291951804593,-0.06414767988726414,0.005289816614070189,-0.7937881588671595,-0.8487287051162021,-0.5497504496237365,-0.8769445523331271,-0.584621088491435,-0.08812150172134557,0.3436684388166938,-0.3221358413234585,-0.2242159723885048,-0.2563786059859133,-0.19015266685794965,0.11821022298103699,-0.1488108712970903,-0.05352172715757187,-0.017148149827585158,-0.12661404661056863,0.32067962951211665,-0.05126482481183007,-0.17002830719354226,-0.11413745410013539,0.11828006271878415,-0.6756653499091926,-0.635334732057533,-0.5081549015428057,-0.3339789148315437,-0.04497077414884377,-0.41412870966543636,-0.05551043303982295,-0.51713867818325,-0.7300624209412719,-0.46568812305257407,-0.8132640502813033,-0.3026103314185664,-0.6168178970315495,0.44941485451967833,-0.24557537214711514,0.22832458390569538,-0.36558000611967023,-0.2886326872480911,-0.25861401718079857,-0.19702213893384324,-0.2563805766795769,-0.183095631608041,-0.8744542746906078,0.17917743296357574,-0.7446675313681482,-0.6717182158975654,-0.08152574570265614,-0.17590442652460178,-0.7340603231801266,-0.5341701521351815,-0.05248509852344678,0.44473906777836836,-0.979699926411907,-0.7583084625851608,-0.5782247469030963,-0.40438538284007963,-0.6355635987689614,-0.6185233808679038,0.0739832663871066,-0.21312548915075125,-0.8659341727371639,-0.7338259298089616,-0.8555564376579692,-0.3368524026451411,69,67,0.8979817404493355,5686,1.387781310952073,0.4483012227443549,0.07233954027537574,-0.140617751297762,0.31084192868112626,0.14964297002013197,0.729550311490799,-0.5965330452196883,0.6807700728954725,0.6793404666751142,-0.45082938409202683,-0.42663218488473736,-0.32963765789972893,-0.3857140587622049,0.858678412678987,-0.7952664490900511,-0.11530275200895454,-0.20589238100833693,1.3415556900439505,-0.20699633180771213,0.6510484209583044,1,0,1,1
5,2013,0,4,166,3,6,-0.04310764946846805,0,1,15,-0.848789514327399,-0.9483306879521304,-0.7039785766125459,-0.6136423759970798,-0.22681904242413337,1.1812974119503274,-0.9073868448371992,-0.5673616085351223,-0.34676887876728174,-0.20128896440123584,0.7670324454616614,-0.050955979582296404,-0.311890644597916,0.5208758886533521,0.9984821541762622,-0.8769445523331271,-0.27504075727291194,1.0950276723771664,-0.7382340826495833,-0.3221358413234585,-0.2242159723885048,-0.2563786059859133,-0.19015266685794965,-0.1220464041300433,-0.23137502181107183,-0.7260076452705361,-0.4005423500068232,-0.9621249853369175,-0.23098677570275983,-0.2512065382383913,0.7099443683117234,-0.22053035717539082,1.1869907157056774,-0.7748061483197914,-0.4604791128191379,-0.583584867274505,-0.30586039121018865,0.37004189073413307,0.3516015279992607,0.7783423459833215,0.7601180476220359,0.3705666974863952,1.2551457263150032,0.4879009976241014,1.6601990210138409,-0.6168178970315495,0.44941485451967833,0.5614923106711212,-0.044340855273934006,-0.36558000611967023,-0.2886326872480911,-0.25861401718079857,-0.19702213893384324,-0.2563805766795769,-0.183095631608041,-0.8516649605209079,0.23142127507807383,-0.9349486687328717,-0.5789064254799557,-0.9553656178385159,-0.21761735504050828,-0.7344325631812203,0.2518309143845972,-0.4436807269469025,1.301514614698087,-0.9788815838786519,-0.7729780207615898,-0.5488863244331769,-0.3933399467829134,-0.34039693480191824,-0.22406595855752875,0.6084106979832413,0.3162393838781964,-0.434343161707035,-0.06949593959118497,0.39960927113926814,0.8462748116405798,3,2,-0.02125753013453996,74,-0.5665647136272685,-0.8673335043297117,-1.0119146159290373,-0.8862350748316047,-1.0102245317360075,-0.9551046332753101,0.11742208890535406,1.6597772246051425,-0.9193762423010513,-0.9417423535221501,-0.8255269220190743,-0.7517985392294512,-0.8333757274025771,-0.7927998517331638,-0.09609766124080943,-1.0220648183467507,-0.8590263640660254,-0.7430380805575527,-0.5730386282829937,-0.8480055156754752,-0.91229006359157,1,0,1,1
6,2013,0,4,167,3,3,0.9571715632306508,1,0,8,-0.9402178778384234,-0.5555520571805204,-0.2873342904001222,-0.827215393163679,-0.03466295823287514,-0.06448762799442148,-0.9073868491500023,-0.14931038385605308,-0.5411666832596925,-0.7424387092931148,-0.06136139858164428,0.6746077880186433,-0.6528075027834723,0.6279137291144908,-0.0883317802424458,-0.5785194412966866,0.06107502289349108,1.207708536094773,-0.058215762782246515,-0.3221358413234585,-0.2242159723885048,-0.2563786059859133,-0.19015266685794965,-0.9628905439804768,-0.4569444751923966,-0.9232027617381726,-0.7963871137367099,-0.5704555977885121,-0.6526104931700083,-0.7377313392718877,-0.5688514042431777,-0.07715158559979175,-0.2628359877992382,-0.7748061565088219,-0.4297439429596002,-0.19859505837815686,-0.04018417513482324,-0.5397935800226976,-0.7958542769470461,-0.02018648809074978,-0.8133103137219091,-0.4080698588293817,-0.49434374380757967,0.5842500271216742,-0.23723142230196037,0.012047373948397161,-0.8621732795822009,0.6383558926854668,0.42970312259299664,-0.36558000611967023,-0.2886326872480911,-0.25861401718079857,-0.19702213893384324,-0.2563805766795769,-0.183095631608041,-0.798457976317981,-0.2008846051252686,-0.8050005760314364,-0.4798690053997266,-0.6509055767405469,-0.186253668197478,-0.6484461426649483,-0.2873824466382967,-0.18045154303241542,0.13420798111063084,-0.7153760995668917,-0.8348049035026857,-0.13395728125610343,-0.5124746609254441,-0.5922288818391918,-0.42947185271593746,-0.1582442334810043,-0.10845166188594489,-0.3562285051809162,-0.4808396666013036,0.5078747504621175,-0.19125609498816534,46,39,0.5258152004035471,2377,0.34757170268367504,0.2832229453833319,-0.314295405741944,-0.12359921869878858,-0.24648385512888935,0.12780066393515102,0.4788099046612008,0.7169220921030411,-0.26898494987776506,-9.790329747266178e-05,-0.28184961089958555,-0.3239687711105677,-0.22889224212092402,-0.24658782629640386,0.4987339642614521,0.40794726823748284,-0.2475329461105562,-0.4134345716525184,1.4556613998858088,1.762015741709125,1.0422979961112364,1,0,1,1
7,2014,1,4,187,4,5,0.1568281115332167,0,1,15,-0.7737713703919882,-0.7024839188954117,-0.3597389766125164,-0.7101890815794978,-0.5478899476445857,-0.2873063762443409,-0.9758440412532194,-0.6712252721205934,-0.4692238170186996,-0.7519325654946022,-0.6981825961302524,-0.7132962378473817,-0.8219842907729078,-0.8315386912252456,-0.5958774337437117,-0.28009433026024627,-0.4519438026397686,-0.3585555814585402,-0.11359737048861575,-0.3221358413234585,-0.2242159723885048,-0.2563786059859133,-0.19015266685794965,-0.1220464041300433,-0.23137502181107183,-0.5642065248395443,-0.7219184638150697,-0.7193164352794421,-0.7927365098216885,-0.4711424050648407,-0.6573532658959114,-0.5433373821299772,-0.6715187571571921,-0.9069938919793988,-0.6663583107425743,-0.6686069187272069,-0.4976037829979643,-0.5557556074946008,-0.7157268959682976,-0.7190810546296302,-0.9908543203063009,-0.7944609350848465,-0.6347506762979414,-0.8454078632326414,-0.5663361415769425,0.6409126449283437,0.44941485451967833,-0.2532617224715693,-0.4806563607603179,-0.36558000611967023,-0.2886326872480911,-0.25861401718079857,-0.19702213893384324,-0.2563805766795769,-0.183095631608041,-0.6920759257190877,0.03725930215389607,-0.7993153478866287,-0.4633574984260309,-0.730249710227117,-0.12505663017502222,-0.7443340278580389,-0.44413675624199134,-0.5623302890954169,-0.058303298297777216,-0.9949210504706648,-0.6740245276200129,-0.6637252784301572,-0.37516655030656765,-0.7925497518163988,-0.7308945943546337,-0.7250719846695143,-0.699398296081144,-0.8105602323839407,-0.6332624497222861,-0.8512734084816348,-0.49402475344417746,2,1,-0.5248302754724696,78,-0.08141292092348412,-0.9950794887766269,-0.9866994029940509,-0.9209958794477093,-1.0102245317360075,-0.9551046332753101,-0.6363066493582661,-0.9906108020706323,-0.8840725651172773,-0.9484773948521904,-0.8696089853046093,-0.7517985392294512,-0.8883287715190911,-0.7927998517331638,-0.6020940736471996,-1.0220648183467507,-0.855621296151421,-0.7430380805575527,-0.10056368980554586,-0.8480055156754752,-1.1220059983471538,1,1,0,1
